gid,latitude,longitude,elevation,timezone,config
81712,25.25,91.75,0,5.5,default
84031,26.15,92.45,0,5.5,default
79411,26.15,91.05,0,5.5,default
95268,27.85,95.85,0,5.5,default
80705,23.55,91.45,0,5.5,default
90314,27.45,94.35,0,5.5,default
94936,27.65,95.75,0,5.5,default
90310,27.05,94.35,0,5.5,default
93294,28.45,95.25,0,5.5,default
91628,26.85,94.75,0,5.5,default
85342,25.25,92.85,0,5.5,default
80730,26.05,91.45,0,5.5,default
90298,25.85,94.35,0,5.5,default
90313,27.35,94.35,0,5.5,default
88982,26.25,93.95,0,5.5,default
81064,26.45,91.55,0,5.5,default
84365,26.55,92.55,0,5.5,default
84032,26.25,92.45,0,5.5,default
89320,27.05,94.05,0,5.5,default
94605,27.55,95.65,0,5.5,default
81063,26.35,91.55,0,5.5,default
94275,27.55,95.55,0,5.5,default
88655,26.55,93.85,0,5.5,default
89317,26.75,94.05,0,5.5,default
88985,26.55,93.95,0,5.5,default
84014,24.45,92.45,0,5.5,default
81370,24.05,91.65,0,5.5,default
89649,26.95,94.15,0,5.5,default
89314,26.45,94.05,0,5.5,default
88979,25.95,93.95,0,5.5,default
95594,27.45,95.95,0,5.5,default
90637,26.75,94.45,0,5.5,default
90974,27.45,94.55,0,5.5,default
90312,27.25,94.35,0,5.5,default
93951,28.15,95.45,0,5.5,default
84341,24.15,92.55,0,5.5,default
84348,24.85,92.55,0,5.5,default
85687,26.75,92.95,0,5.5,default
84363,26.35,92.55,0,5.5,default
91635,27.55,94.75,0,5.5,default
85350,26.05,92.85,0,5.5,default
92621,27.15,95.05,0,5.5,default
79084,26.45,90.95,0,5.5,default
91960,27.05,94.85,0,5.5,default
86678,26.85,93.25,0,5.5,default
92293,27.35,94.95,0,5.5,default
87338,26.85,93.45,0,5.5,default
91631,27.15,94.75,0,5.5,default
79743,26.35,91.15,0,5.5,default
95266,27.65,95.85,0,5.5,default
88980,26.05,93.95,0,5.5,default
78094,26.45,90.65,0,5.5,default
82046,25.65,91.85,0,5.5,default
92290,27.05,94.95,0,5.5,default
89319,26.95,94.05,0,5.5,default
83688,24.85,92.35,0,5.5,default
79733,25.35,91.15,0,5.5,default
90294,25.45,94.35,0,5.5,default
88986,26.65,93.95,0,5.5,default
90970,27.05,94.55,0,5.5,default
77435,26.55,90.45,0,5.5,default
84697,26.75,92.65,0,5.5,default
85026,26.65,92.75,0,5.5,default
93942,27.25,95.45,0,5.5,default
81725,26.55,91.75,0,5.5,default
88984,26.45,93.95,0,5.5,default
90973,27.35,94.55,0,5.5,default
75779,25.95,89.95,0,5.5,default
77766,26.65,90.55,0,5.5,default
90639,26.95,94.45,0,5.5,default
85669,24.95,92.95,0,5.5,default
90972,27.25,94.55,0,5.5,default
84024,25.45,92.45,0,5.5,default
94952,29.25,95.75,0,5.5,default
87666,26.65,93.55,0,5.5,default
82712,26.25,92.05,0,5.5,default
75782,26.25,89.95,0,5.5,default
87996,26.65,93.65,0,5.5,default
94286,28.65,95.55,0,5.5,default
89645,26.55,94.15,0,5.5,default
91298,26.85,94.65,0,5.5,default
88991,27.15,93.95,0,5.5,default
80077,26.75,91.25,0,5.5,default
77765,26.55,90.55,0,5.5,default
84349,24.95,92.55,0,5.5,default
84367,26.75,92.55,0,5.5,default
77759,25.95,90.55,0,5.5,default
95264,27.45,95.85,0,5.5,default
91301,27.15,94.65,0,5.5,default
84361,26.15,92.55,0,5.5,default
90967,26.75,94.55,0,5.5,default
83047,26.75,92.15,0,5.5,default
77432,26.25,90.45,0,5.5,default
88633,24.35,93.85,0,5.5,default
