,gid,latitude,longitude,elevation,offshore,wrf_region,config
1825,710509,23.929579999999998,91.77925,123,0,1,default
3959,724869,25.405846,90.302376,264,0,1,default
3422,723371,25.245651000000002,92.48816,977,0,1,default
3921,724672,25.379158,92.22232,1239,0,1,default
3952,724862,25.405846,90.09561,212,0,1,default
2473,714457,24.333923000000002,92.31093,49,0,1,default
4215,725443,25.45919,91.77925,1624,0,1,default
1500,708945,23.767494,92.01556,135,0,1,default
2125,712068,24.091476,91.39526,26,0,1,default
592,703196,23.171425,92.45862,140,0,1,default
206,697708,22.599976,92.78353,227,0,1,default
2291,712903,24.17234,92.842606,608,0,1,default
288,699532,22.790726,92.54723,155,0,1,default
807,705001,23.361373999999998,91.60203,53,0,1,default
4192,725420,25.45919,91.09989,836,0,1,default
63,694301,22.24501,92.75399999999999,158,0,1,default
3361,723310,25.245651000000002,90.68636,165,0,1,default
632,703468,23.198586,92.75399999999999,545,0,1,default
514,702423,23.089942999999998,92.842606,753,0,1,default
4154,725382,25.45919,89.97746,71,0,1,default
859,705297,23.388489,92.60631,627,0,1,default
1733,710003,23.87558,92.31093,182,0,1,default
1618,709475,23.82154,92.19278,180,0,1,default
2894,719181,24.817444000000002,92.54723,48,0,1,default
1398,708433,23.713417,92.37,346,0,1,default
2322,713159,24.199286999999998,92.66538,321,0,1,default
3508,723622,25.272362,92.163246,815,0,1,default
1342,708171,23.68637,92.37,586,0,1,default
2261,712873,24.17234,91.95648,67,0,1,default
1776,710252,23.902588,91.92694,182,0,1,default
68,694558,22.272346,92.60631,245,0,1,default
1262,707870,23.659317,91.21804,13,0,1,default
2398,713922,24.280089999999998,91.98601500000001,47,0,1,default
1874,710765,23.956581,91.60203,38,0,1,default
1467,708706,23.740456,92.694916,935,0,1,default
2016,711326,24.01056,92.694916,251,0,1,default
3324,723106,25.218933,92.39954,741,0,1,default
2090,711822,24.064507,91.86787,90,0,1,default
1028,706348,23.496887,92.694916,561,0,1,default
3527,723641,25.272362,92.72446,1162,0,1,default
2217,712603,24.145393,91.72018,81,0,1,default
57,694043,22.217674,92.87215,355,0,1,default
16,692988,22.108253,92.66538,167,0,1,default
586,703171,23.171425,91.72018,58,0,1,default
6,692464,22.053513,92.66538,211,0,1,default
2328,713165,24.199286999999998,92.842606,466,0,1,default
1940,711039,23.983574,91.95648,82,0,1,default
4238,725466,25.45919,92.45862,973,0,1,default
4117,725186,25.43251,91.92694,1278,0,1,default
4191,725419,25.45919,91.07036,720,0,1,default
906,705568,23.415596,92.87215,740,0,1,default
336,700323,22.87239,92.694916,197,0,1,default
