,gid,latitude,longitude,elevation,timezone,config
430,54649,24.95,83.55,0,5.5,default
431,54650,25.05,83.55,0,5.5,default
432,54651,25.15,83.55,0,5.5,default
433,54652,25.25,83.55,0,5.5,default
434,54921,19.15,83.65,0,5.5,default
435,54922,19.25,83.65,0,5.5,default
436,54923,19.35,83.65,0,5.5,default
437,54924,19.45,83.65,0,5.5,default
438,54925,19.55,83.65,0,5.5,default
439,54926,19.65,83.65,0,5.5,default
440,54927,19.75,83.65,0,5.5,default
441,54928,19.85,83.65,0,5.5,default
442,54929,19.95,83.65,0,5.5,default
443,54930,20.05,83.65,0,5.5,default
444,54931,20.15,83.65,0,5.5,default
445,54932,20.25,83.65,0,5.5,default
446,54933,20.35,83.65,0,5.5,default
447,54934,20.45,83.65,0,5.5,default
448,54935,20.55,83.65,0,5.5,default
449,54936,20.65,83.65,0,5.5,default
450,54937,20.75,83.65,0,5.5,default
451,54938,20.85,83.65,0,5.5,default
452,54939,20.95,83.65,0,5.5,default
453,54940,21.05,83.65,0,5.5,default
454,54941,21.15,83.65,0,5.5,default
455,54942,21.25,83.65,0,5.5,default
456,54943,21.35,83.65,0,5.5,default
457,54944,21.45,83.65,0,5.5,default
458,54945,21.55,83.65,0,5.5,default
459,54946,21.65,83.65,0,5.5,default
460,54947,21.75,83.65,0,5.5,default
461,54948,21.85,83.65,0,5.5,default
462,54949,21.95,83.65,0,5.5,default
463,54950,22.05,83.65,0,5.5,default
464,54951,22.15,83.65,0,5.5,default
465,54968,23.85,83.65,0,5.5,default
466,54969,23.95,83.65,0,5.5,default
467,54970,24.05,83.65,0,5.5,default
468,54971,24.15,83.65,0,5.5,default
469,54972,24.25,83.65,0,5.5,default
470,54973,24.35,83.65,0,5.5,default
471,54974,24.45,83.65,0,5.5,default
472,54975,24.55,83.65,0,5.5,default
473,54976,24.65,83.65,0,5.5,default
474,54977,24.75,83.65,0,5.5,default
475,54978,24.85,83.65,0,5.5,default
476,54979,24.95,83.65,0,5.5,default
477,54980,25.05,83.65,0,5.5,default
478,54981,25.15,83.65,0,5.5,default
479,54982,25.25,83.65,0,5.5,default
480,54983,25.35,83.65,0,5.5,default
481,55250,19.05,83.75,0,5.5,default
482,55251,19.15,83.75,0,5.5,default
483,55252,19.25,83.75,0,5.5,default
484,55253,19.35,83.75,0,5.5,default
485,55254,19.45,83.75,0,5.5,default
486,55255,19.55,83.75,0,5.5,default
487,55256,19.65,83.75,0,5.5,default
488,55257,19.75,83.75,0,5.5,default
489,55258,19.85,83.75,0,5.5,default
490,55259,19.95,83.75,0,5.5,default
491,55260,20.05,83.75,0,5.5,default
492,55261,20.15,83.75,0,5.5,default
493,55262,20.25,83.75,0,5.5,default
494,55263,20.35,83.75,0,5.5,default
495,55264,20.45,83.75,0,5.5,default
496,55265,20.55,83.75,0,5.5,default
497,55266,20.65,83.75,0,5.5,default
498,55267,20.75,83.75,0,5.5,default
499,55268,20.85,83.75,0,5.5,default
500,55269,20.95,83.75,0,5.5,default
501,55270,21.05,83.75,0,5.5,default
502,55271,21.15,83.75,0,5.5,default
503,55272,21.25,83.75,0,5.5,default
504,55273,21.35,83.75,0,5.5,default
505,55274,21.45,83.75,0,5.5,default
506,55275,21.55,83.75,0,5.5,default
507,55276,21.65,83.75,0,5.5,default
508,55277,21.75,83.75,0,5.5,default
509,55278,21.85,83.75,0,5.5,default
510,55279,21.95,83.75,0,5.5,default
511,55280,22.05,83.75,0,5.5,default
512,55281,22.15,83.75,0,5.5,default
513,55297,23.75,83.75,0,5.5,default
514,55298,23.85,83.75,0,5.5,default
515,55299,23.95,83.75,0,5.5,default
516,55300,24.05,83.75,0,5.5,default
517,55301,24.15,83.75,0,5.5,default
518,55302,24.25,83.75,0,5.5,default
519,55303,24.35,83.75,0,5.5,default
520,55304,24.45,83.75,0,5.5,default
521,55305,24.55,83.75,0,5.5,default
522,55306,24.65,83.75,0,5.5,default
523,55307,24.75,83.75,0,5.5,default
524,55308,24.85,83.75,0,5.5,default
525,55309,24.95,83.75,0,5.5,default
526,55310,25.05,83.75,0,5.5,default
527,55311,25.15,83.75,0,5.5,default
528,55312,25.25,83.75,0,5.5,default
529,55313,25.35,83.75,0,5.5,default
530,55578,18.85,83.85,0,5.5,default
531,55579,18.95,83.85,0,5.5,default
532,55580,19.05,83.85,0,5.5,default
533,55581,19.15,83.85,0,5.5,default
534,55582,19.25,83.85,0,5.5,default
535,55583,19.35,83.85,0,5.5,default
536,55584,19.45,83.85,0,5.5,default
537,55585,19.55,83.85,0,5.5,default
538,55586,19.65,83.85,0,5.5,default
539,55587,19.75,83.85,0,5.5,default
540,55588,19.85,83.85,0,5.5,default
541,55589,19.95,83.85,0,5.5,default
542,55590,20.05,83.85,0,5.5,default
543,55591,20.15,83.85,0,5.5,default
544,55592,20.25,83.85,0,5.5,default
545,55593,20.35,83.85,0,5.5,default
546,55594,20.45,83.85,0,5.5,default
547,55595,20.55,83.85,0,5.5,default
548,55596,20.65,83.85,0,5.5,default
549,55597,20.75,83.85,0,5.5,default
550,55598,20.85,83.85,0,5.5,default
551,55599,20.95,83.85,0,5.5,default
552,55600,21.05,83.85,0,5.5,default
553,55601,21.15,83.85,0,5.5,default
554,55602,21.25,83.85,0,5.5,default
555,55603,21.35,83.85,0,5.5,default
556,55604,21.45,83.85,0,5.5,default
557,55605,21.55,83.85,0,5.5,default
558,55606,21.65,83.85,0,5.5,default
559,55607,21.75,83.85,0,5.5,default
560,55608,21.85,83.85,0,5.5,default
561,55609,21.95,83.85,0,5.5,default
562,55610,22.05,83.85,0,5.5,default
563,55611,22.15,83.85,0,5.5,default
564,55612,22.25,83.85,0,5.5,default
565,55626,23.65,83.85,0,5.5,default
566,55627,23.75,83.85,0,5.5,default
567,55628,23.85,83.85,0,5.5,default
568,55629,23.95,83.85,0,5.5,default
569,55630,24.05,83.85,0,5.5,default
570,55631,24.15,83.85,0,5.5,default
571,55632,24.25,83.85,0,5.5,default
572,55633,24.35,83.85,0,5.5,default
573,55634,24.45,83.85,0,5.5,default
574,55635,24.55,83.85,0,5.5,default
575,55636,24.65,83.85,0,5.5,default
576,55637,24.75,83.85,0,5.5,default
577,55638,24.85,83.85,0,5.5,default
578,55639,24.95,83.85,0,5.5,default
579,55640,25.05,83.85,0,5.5,default
580,55641,25.15,83.85,0,5.5,default
581,55642,25.25,83.85,0,5.5,default
582,55643,25.35,83.85,0,5.5,default
583,55644,25.45,83.85,0,5.5,default
584,55908,18.85,83.95,0,5.5,default
585,55909,18.95,83.95,0,5.5,default
586,55910,19.05,83.95,0,5.5,default
587,55911,19.15,83.95,0,5.5,default
588,55912,19.25,83.95,0,5.5,default
589,55913,19.35,83.95,0,5.5,default
590,55914,19.45,83.95,0,5.5,default
591,55915,19.55,83.95,0,5.5,default
592,55916,19.65,83.95,0,5.5,default
593,55917,19.75,83.95,0,5.5,default
594,55918,19.85,83.95,0,5.5,default
595,55919,19.95,83.95,0,5.5,default
596,55920,20.05,83.95,0,5.5,default
597,55921,20.15,83.95,0,5.5,default
598,55922,20.25,83.95,0,5.5,default
599,55923,20.35,83.95,0,5.5,default
600,55924,20.45,83.95,0,5.5,default
601,55925,20.55,83.95,0,5.5,default
602,55926,20.65,83.95,0,5.5,default
603,55927,20.75,83.95,0,5.5,default
604,55928,20.85,83.95,0,5.5,default
605,55929,20.95,83.95,0,5.5,default
606,55930,21.05,83.95,0,5.5,default
607,55931,21.15,83.95,0,5.5,default
608,55932,21.25,83.95,0,5.5,default
609,55933,21.35,83.95,0,5.5,default
610,55934,21.45,83.95,0,5.5,default
611,55935,21.55,83.95,0,5.5,default
612,55936,21.65,83.95,0,5.5,default
613,55937,21.75,83.95,0,5.5,default
614,55938,21.85,83.95,0,5.5,default
615,55939,21.95,83.95,0,5.5,default
616,55940,22.05,83.95,0,5.5,default
617,55941,22.15,83.95,0,5.5,default
618,55942,22.25,83.95,0,5.5,default
619,55943,22.35,83.95,0,5.5,default
620,55956,23.65,83.95,0,5.5,default
621,55957,23.75,83.95,0,5.5,default
622,55958,23.85,83.95,0,5.5,default
623,55959,23.95,83.95,0,5.5,default
624,55960,24.05,83.95,0,5.5,default
625,55961,24.15,83.95,0,5.5,default
626,55962,24.25,83.95,0,5.5,default
627,55963,24.35,83.95,0,5.5,default
628,55964,24.45,83.95,0,5.5,default
629,55965,24.55,83.95,0,5.5,default
630,55966,24.65,83.95,0,5.5,default
631,55967,24.75,83.95,0,5.5,default
632,55968,24.85,83.95,0,5.5,default
633,55969,24.95,83.95,0,5.5,default
634,55970,25.05,83.95,0,5.5,default
635,55971,25.15,83.95,0,5.5,default
636,55972,25.25,83.95,0,5.5,default
637,55973,25.35,83.95,0,5.5,default
638,55974,25.45,83.95,0,5.5,default
639,55975,25.55,83.95,0,5.5,default
640,55984,26.45,83.95,0,5.5,default
641,55992,27.25,83.95,0,5.5,default
642,55993,27.35,83.95,0,5.5,default
643,56238,18.85,84.05,0,5.5,default
644,56239,18.95,84.05,0,5.5,default
645,56240,19.05,84.05,0,5.5,default
646,56241,19.15,84.05,0,5.5,default
647,56242,19.25,84.05,0,5.5,default
648,56243,19.35,84.05,0,5.5,default
649,56244,19.45,84.05,0,5.5,default
650,56245,19.55,84.05,0,5.5,default
651,56246,19.65,84.05,0,5.5,default
652,56247,19.75,84.05,0,5.5,default
653,56248,19.85,84.05,0,5.5,default
654,56249,19.95,84.05,0,5.5,default
655,56250,20.05,84.05,0,5.5,default
656,56251,20.15,84.05,0,5.5,default
657,56252,20.25,84.05,0,5.5,default
658,56253,20.35,84.05,0,5.5,default
659,56254,20.45,84.05,0,5.5,default
660,56255,20.55,84.05,0,5.5,default
661,56256,20.65,84.05,0,5.5,default
