,gid,latitude,longitude,elevation,timezone,config
434,11721,22.15,70.55,0,5.5,default
435,11722,22.25,70.55,0,5.5,default
436,11723,22.35,70.55,0,5.5,default
437,11724,22.45,70.55,0,5.5,default
438,11725,22.55,70.55,0,5.5,default
439,11726,22.65,70.55,0,5.5,default
440,11727,22.75,70.55,0,5.5,default
441,11728,22.85,70.55,0,5.5,default
442,11729,22.95,70.55,0,5.5,default
443,11730,23.05,70.55,0,5.5,default
444,11731,23.15,70.55,0,5.5,default
445,11732,23.25,70.55,0,5.5,default
446,11733,23.35,70.55,0,5.5,default
447,11734,23.45,70.55,0,5.5,default
448,11735,23.55,70.55,0,5.5,default
449,11736,23.65,70.55,0,5.5,default
450,11737,23.75,70.55,0,5.5,default
451,11738,23.85,70.55,0,5.5,default
452,11739,23.95,70.55,0,5.5,default
453,11740,24.05,70.55,0,5.5,default
454,11741,24.15,70.55,0,5.5,default
455,11742,24.25,70.55,0,5.5,default
456,11743,24.35,70.55,0,5.5,default
457,12038,20.85,70.65,0,5.5,default
458,12039,20.95,70.65,0,5.5,default
459,12040,21.05,70.65,0,5.5,default
460,12041,21.15,70.65,0,5.5,default
461,12042,21.25,70.65,0,5.5,default
462,12043,21.35,70.65,0,5.5,default
463,12044,21.45,70.65,0,5.5,default
464,12045,21.55,70.65,0,5.5,default
465,12046,21.65,70.65,0,5.5,default
466,12047,21.75,70.65,0,5.5,default
467,12048,21.85,70.65,0,5.5,default
468,12049,21.95,70.65,0,5.5,default
469,12050,22.05,70.65,0,5.5,default
470,12051,22.15,70.65,0,5.5,default
471,12052,22.25,70.65,0,5.5,default
472,12053,22.35,70.65,0,5.5,default
473,12054,22.45,70.65,0,5.5,default
474,12055,22.55,70.65,0,5.5,default
475,12056,22.65,70.65,0,5.5,default
476,12057,22.75,70.65,0,5.5,default
477,12058,22.85,70.65,0,5.5,default
478,12059,22.95,70.65,0,5.5,default
479,12060,23.05,70.65,0,5.5,default
480,12061,23.15,70.65,0,5.5,default
481,12062,23.25,70.65,0,5.5,default
482,12063,23.35,70.65,0,5.5,default
483,12064,23.45,70.65,0,5.5,default
484,12065,23.55,70.65,0,5.5,default
485,12066,23.65,70.65,0,5.5,default
486,12067,23.75,70.65,0,5.5,default
487,12068,23.85,70.65,0,5.5,default
488,12069,23.95,70.65,0,5.5,default
489,12070,24.05,70.65,0,5.5,default
490,12071,24.15,70.65,0,5.5,default
491,12370,21.05,70.75,0,5.5,default
492,12371,21.15,70.75,0,5.5,default
493,12372,21.25,70.75,0,5.5,default
494,12373,21.35,70.75,0,5.5,default
495,12374,21.45,70.75,0,5.5,default
496,12375,21.55,70.75,0,5.5,default
497,12376,21.65,70.75,0,5.5,default
498,12377,21.75,70.75,0,5.5,default
499,12378,21.85,70.75,0,5.5,default
500,12379,21.95,70.75,0,5.5,default
501,12380,22.05,70.75,0,5.5,default
502,12381,22.15,70.75,0,5.5,default
503,12382,22.25,70.75,0,5.5,default
504,12383,22.35,70.75,0,5.5,default
505,12384,22.45,70.75,0,5.5,default
506,12385,22.55,70.75,0,5.5,default
507,12386,22.65,70.75,0,5.5,default
508,12387,22.75,70.75,0,5.5,default
509,12388,22.85,70.75,0,5.5,default
510,12389,22.95,70.75,0,5.5,default
511,12390,23.05,70.75,0,5.5,default
512,12391,23.15,70.75,0,5.5,default
513,12392,23.25,70.75,0,5.5,default
514,12393,23.35,70.75,0,5.5,default
515,12394,23.45,70.75,0,5.5,default
516,12395,23.55,70.75,0,5.5,default
517,12396,23.65,70.75,0,5.5,default
518,12397,23.75,70.75,0,5.5,default
519,12398,23.85,70.75,0,5.5,default
520,12399,23.95,70.75,0,5.5,default
521,12400,24.05,70.75,0,5.5,default
522,12401,24.15,70.75,0,5.5,default
523,12698,20.85,70.85,0,5.5,default
