gid,latitude,longitude,elevation,offshore,wrf_region,config
354140,8.615234,77.483086,130,0,1,default
354141,8.615234,77.51263,111,0,1,default
354142,8.615234,77.54216,374,0,1,default
354143,8.615234,77.5717,101,0,1,default
354144,8.615234,77.60124,87,0,1,default
354145,8.615234,77.630775,67,0,1,default
354146,8.615234,77.66032,61,0,1,default
354147,8.615234,77.68985,68,0,1,default
354148,8.615234,77.71939,58,0,1,default
354149,8.615234,77.748924,52,0,1,default
354150,8.615234,77.778465,45,0,1,default
354151,8.615234,77.808,40,0,1,default
354152,8.615234,77.83754,28,0,1,default
354153,8.615234,77.86707,23,0,1,default
354154,8.615234,77.896614,20,0,1,default
354155,8.615234,77.926155,19,0,1,default
354156,8.615234,77.95569,13,0,1,default
354157,8.615234,77.98523,9,0,1,default
354158,8.615234,78.01476,10,0,1,default
354159,8.615234,78.044304,8,0,1,default
354160,8.615234,78.07384,7,0,1,default
354772,8.644432,76.80373,46,0,1,default
354775,8.644432,76.892334,103,0,1,default
354777,8.644432,76.951416,102,0,1,default
354781,8.644432,77.069565,162,0,1,default
354782,8.644432,77.0991,136,0,1,default
354783,8.644432,77.12864,187,0,1,default
354784,8.644432,77.15817,115,0,1,default
354785,8.644432,77.18771,419,0,1,default
354786,8.644432,77.21725,1238,0,1,default
354787,8.644432,77.24679,1176,0,1,default
354788,8.644432,77.27633,874,0,1,default
354789,8.644432,77.30586,260,0,1,default
354790,8.644432,77.3354,362,0,1,default
354791,8.644432,77.36494,327,0,1,default
354793,8.644432,77.42401,117,0,1,default
354794,8.644432,77.45355,134,0,1,default
354795,8.644432,77.483086,79,0,1,default
354796,8.644432,77.51263,86,0,1,default
354797,8.644432,77.54216,125,0,1,default
354798,8.644432,77.5717,87,0,1,default
354799,8.644432,77.60124,65,0,1,default
354800,8.644432,77.630775,64,0,1,default
354801,8.644432,77.66032,55,0,1,default
354802,8.644432,77.68985,56,0,1,default
354803,8.644432,77.71939,64,0,1,default
354804,8.644432,77.748924,60,0,1,default
354805,8.644432,77.778465,50,0,1,default
354806,8.644432,77.808,30,0,1,default
354807,8.644432,77.83754,23,0,1,default
354808,8.644432,77.86707,21,0,1,default
354809,8.644432,77.896614,18,0,1,default
354810,8.644432,77.926155,16,0,1,default
354811,8.644432,77.95569,13,0,1,default
354812,8.644432,77.98523,9,0,1,default
354813,8.644432,78.01476,15,0,1,default
354814,8.644432,78.044304,6,0,1,default
354815,8.644432,78.07384,4,0,1,default
354816,8.644432,78.10338,4,0,1,default
355426,8.673637,76.774185,13,0,1,default
355438,8.673637,77.12864,144,0,1,default
355439,8.673637,77.15817,477,0,1,default
355440,8.673637,77.18771,1147,0,1,default
355441,8.673637,77.21725,1418,0,1,default
355442,8.673637,77.24679,1244,0,1,default
355443,8.673637,77.27633,413,0,1,default
355444,8.673637,77.30586,433,0,1,default
355445,8.673637,77.3354,235,0,1,default
355446,8.673637,77.36494,221,0,1,default
355447,8.673637,77.39448,327,0,1,default
355448,8.673637,77.42401,75,0,1,default
355449,8.673637,77.45355,74,0,1,default
355450,8.673637,77.483086,64,0,1,default
355451,8.673637,77.51263,73,0,1,default
355452,8.673637,77.54216,67,0,1,default
355453,8.673637,77.5717,61,0,1,default
355454,8.673637,77.60124,53,0,1,default
355455,8.673637,77.630775,51,0,1,default
355456,8.673637,77.66032,47,0,1,default
355457,8.673637,77.68985,49,0,1,default
355458,8.673637,77.71939,58,0,1,default
355459,8.673637,77.748924,73,0,1,default
355460,8.673637,77.778465,54,0,1,default
355461,8.673637,77.808,37,0,1,default
355462,8.673637,77.83754,22,0,1,default
355463,8.673637,77.86707,31,0,1,default
355464,8.673637,77.896614,45,0,1,default
355465,8.673637,77.926155,30,0,1,default
355466,8.673637,77.95569,27,0,1,default
355467,8.673637,77.98523,15,0,1,default
355468,8.673637,78.01476,12,0,1,default
355469,8.673637,78.044304,9,0,1,default
355470,8.673637,78.07384,3,0,1,default
355471,8.673637,78.10338,5,0,1,default
356080,8.702843,76.74465,17,0,1,default
356081,8.702843,76.774185,7,0,1,default
356082,8.702843,76.80373,16,0,1,default
356084,8.702843,76.8628,70,0,1,default
356093,8.702843,77.12864,225,0,1,default
356094,8.702843,77.15817,658,0,1,default
356095,8.702843,77.18771,997,0,1,default
356096,8.702843,77.21725,1248,0,1,default
356097,8.702843,77.24679,1017,0,1,default
356098,8.702843,77.27633,296,0,1,default
356099,8.702843,77.30586,312,0,1,default
356100,8.702843,77.3354,255,0,1,default
356101,8.702843,77.36494,127,0,1,default
356106,8.702843,77.51263,62,0,1,default
356107,8.702843,77.54216,53,0,1,default
356108,8.702843,77.5717,52,0,1,default
356109,8.702843,77.60124,49,0,1,default
356110,8.702843,77.630775,52,0,1,default
356111,8.702843,77.66032,53,0,1,default
356112,8.702843,77.68985,42,0,1,default
356113,8.702843,77.71939,48,0,1,default
356114,8.702843,77.748924,55,0,1,default
356115,8.702843,77.778465,44,0,1,default
356116,8.702843,77.808,31,0,1,default
356117,8.702843,77.83754,23,0,1,default
356118,8.702843,77.86707,34,0,1,default
356119,8.702843,77.896614,63,0,1,default
356120,8.702843,77.926155,39,0,1,default
356121,8.702843,77.95569,31,0,1,default
356122,8.702843,77.98523,25,0,1,default
356123,8.702843,78.01476,25,0,1,default
356124,8.702843,78.044304,18,0,1,default
356125,8.702843,78.07384,7,0,1,default
356126,8.702843,78.10338,4,0,1,default
356127,8.702843,78.13291,5,0,1,default
356735,8.732033,76.71511,39,0,1,default
356736,8.732033,76.74465,75,0,1,default
356737,8.732033,76.774185,31,0,1,default
356738,8.732033,76.80373,43,0,1,default
356739,8.732033,76.83326,41,0,1,default
356741,8.732033,76.892334,44,0,1,default
356742,8.732033,76.921875,112,0,1,default
356743,8.732033,76.951416,92,0,1,default
356748,8.732033,77.0991,732,0,1,default
356750,8.732033,77.15817,965,0,1,default
356751,8.732033,77.18771,1243,0,1,default
356752,8.732033,77.21725,1111,0,1,default
356753,8.732033,77.24679,1127,0,1,default
356754,8.732033,77.27633,613,0,1,default
356755,8.732033,77.30586,1051,0,1,default
356756,8.732033,77.3354,285,0,1,default
356757,8.732033,77.36494,112,0,1,default
356763,8.732033,77.54216,58,0,1,default
